enrollment_id,dropout_prob
32472,1
32473,1
32474,1
32475,0
32476,1
32477,1
32478,1
32479,1
32480,1
32481,0
32482,1
32483,1
32484,1
32485,1
32486,1
32487,1
32488,1
32489,1
32490,1
32491,1
32492,1
32493,1
32494,1
32495,1
32496,1
32497,0
32498,1
32499,0
32500,1
32501,1
32502,1
32503,1
32504,1
32505,1
32506,0
32507,1
32508,1
32509,1
32510,1
32511,1
32512,0
32513,1
32514,1
32515,1
32516,1
32517,1
32518,1
32519,1
32520,1
32521,0
32522,1
32523,1
32524,0
32525,1
32526,1
32527,1
32528,1
32529,1
32530,1
32531,1
32532,1
32533,0
32534,1
32535,1
32536,1
32537,1
32538,1
32539,1
32540,1
32541,0
32542,1
32543,1
32544,1
32545,1
32546,1
32547,0
32548,1
32549,1
32550,1
32551,1
32552,1
32553,0
32554,1
32555,1
32556,1
32557,1
32558,1
32559,1
32560,1
32561,1
32562,1
32563,1
32564,1
32565,0
32566,1
32567,1
32568,1
32569,0
32570,1
32571,1
32572,1
32573,0
32574,1
32575,1
32576,1
32577,1
32578,1
32579,1
32580,0
32581,1
32582,1
32583,1
32584,1
32585,1
32586,1
32587,1
32588,1
32589,1
32590,1
32591,1
32592,1
32593,1
32594,1
32595,1
32596,1
32597,1
32598,1
32599,0
32600,1
32601,1
32602,0
32603,1
32604,0
32605,1
32606,1
32607,0
32608,1
32609,1
32610,1
32611,1
32612,1
32613,1
32614,1
32615,1
32616,0
32617,1
32618,1
32619,1
32620,1
32621,1
32622,1
32623,0
32624,0
32625,0
32626,1
32627,1
32628,1
32629,1
32630,0
32631,1
32632,1
32633,1
32634,1
32635,1
32636,1
32637,1
32638,1
32639,1
32640,1
32641,0
32642,1
32643,1
32644,1
32645,0
32646,1
32647,1
32648,1
32649,1
32650,1
32651,0
32652,1
32653,1
32654,1
32655,1
32656,1
32657,0
32658,1
32659,1
32660,1
32661,1
32662,0
32663,1
32664,1
32665,1
32666,1
32667,1
32668,1
32669,1
32670,1
32671,1
32672,1
32673,1
32674,1
32675,1
32676,1
32677,0
32678,1
32679,1
32680,1
32681,1
32682,0
32683,1
32684,1
32685,0
32686,0
32687,1
32688,1
32689,1
32690,1
32691,0
32692,1
32693,1
32694,1
32695,1
32696,1
32697,1
32698,1
32699,0
32700,1
32701,1
32702,1
32703,1
32704,1
32705,1
32706,1
32707,1
32708,0
32709,0
32710,0
32711,1
32712,1
32713,1
32714,1
32715,0
32716,1
32717,1
32718,1
32719,1
32720,1
32721,0
32722,0
32723,1
32724,1
32725,1
32726,0
32727,1
32728,1
32729,1
32730,1
32731,1
32732,1
32733,1
32734,1
32735,1
32736,1
32737,0
32738,1
32739,1
32740,1
32741,1
32742,0
32743,1
32744,1
32745,1
32746,1
32747,1
32748,1
32749,1
32750,1
32751,1
32752,1
32753,0
32754,1
32755,0
32756,1
32757,1
32758,0
32759,1
32760,1
32761,1
32762,1
32763,1
32764,1
32765,1
32766,1
32767,1
32768,1
32769,1
32770,1
32771,1
32772,1
32773,1
32774,0
32775,1
32776,1
32777,0
32778,1
32779,1
32780,1
32781,1
32782,1
32783,1
32784,1
32785,1
32786,1
32787,1
32788,1
32789,1
32790,1
32791,1
32792,1
32793,1
32794,1
32795,0
32796,1
32797,1
32798,1
32799,1
32800,1
32801,1
32802,0
32803,1
32804,1
32805,0
32806,0
32807,1
32808,1
32809,0
32810,1
32811,1
32812,0
32813,1
32814,0
32815,1
32816,1
32817,1
32818,1
32819,1
32820,1
32821,1
32822,1
32823,0
32824,1
32825,1
32826,1
32827,1
32828,1
32829,1
32830,1
32831,1
32832,1
32833,0
32834,1
32835,1
32836,0
32837,1
32838,0
32839,1
32840,1
32841,1
32842,1
32843,1
32844,0
32845,1
32846,1
32847,1
32848,1
32849,1
32850,1
32851,0
32852,0
32853,1
32854,0
32855,1
32856,0
32857,1
32858,1
32859,1
32860,1
32861,0
32862,1
32863,1
32864,1
32865,1
32866,0
32867,1
32868,0
32869,1
32870,1
32871,0
32872,1
32873,1
32874,1
32875,0
32876,1
32877,1
32878,1
32879,1
32880,1
32881,1
32882,1
32883,0
32884,1
32885,1
32886,1
32887,1
32888,1
32889,1
32890,1
32891,1
32892,0
32893,1
32894,1
32895,1
32896,0
32897,1
32898,1
32899,1
32900,1
32901,0
32902,1
32903,1
32904,1
32905,0
32906,1
32907,1
32908,1
32909,1
32910,0
32911,1
32912,1
32913,1
32914,0
32915,1
32916,1
32917,1
32918,1
32919,1
32920,1
32921,1
32922,1
32923,1
32924,1
32925,1
32926,0
32927,1
32928,1
32929,1
32930,1
32931,1
32932,1
32933,1
32934,1
32935,1
32936,1
32937,0
32938,1
32939,1
32940,1
32941,0
32942,1
32943,1
32944,1
32945,1
32946,1
32947,1
32948,1
32949,1
32950,1
32951,1
32952,1
32953,1
32954,1
32955,1
32956,0
32957,1
32958,1
32959,1
32960,1
32961,0
32962,1
32963,1
32964,1
32965,1
32966,1
32967,1
32968,1
32969,0
32970,1
32971,1
32972,1
32973,0
32974,1
32975,1
32976,0
32977,1
32978,1
32979,0
32980,1
32981,1
32982,1
32983,1
32984,1
32985,1
32986,1
32987,1
32988,1
32989,0
32990,1
32991,1
32992,1
32993,1
32994,1
32995,0
32996,1
32997,1
32998,1
32999,1
33000,1
33001,1
33002,1
33003,1
33004,1
33005,1
33006,1
33007,1
33008,1
33009,1
33010,1
33011,1
33012,1
33013,1
33014,1
33015,1
33016,1
33017,1
33018,1
33019,1
33020,1
33021,1
33022,0
33023,1
33024,1
33025,1
33026,1
33027,1
33028,1
33029,1
33030,1
33031,1
33032,1
33033,1
33034,1
33035,1
33036,1
33037,1
33038,1
33039,0
33040,1
33041,0
33042,1
33043,1
33044,1
33045,1
33046,0
33047,1
33048,1
33049,0
33050,1
33051,1
33052,1
33053,0
33054,1
33055,1
33056,0
33057,1
33058,1
33059,0
33060,0
33061,0
33062,1
33063,1
33064,1
33065,0
33066,0
33067,0
33068,1
33069,1
33070,1
33071,1
33072,1
33073,0
33074,1
33075,1
33076,0
33077,1
33078,1
33079,1
33080,1
33081,1
33082,1
33083,1
33084,1
33085,0
33086,0
33087,1
33088,1
33089,1
33090,1
33091,1
33092,1
33093,1
33094,1
33095,0
33096,0
33097,1
33098,1
33099,0
33100,1
33101,0
33102,1
33103,1
33104,0
33105,1
33106,1
33107,1
33108,0
33109,1
33110,0
33111,1
33112,1
33113,1
33114,1
33115,1
33116,1
33117,1
33118,1
33119,1
33120,0
33121,1
33122,1
33123,1
33124,1
33125,0
33126,1
33127,1
33128,1
33129,1
33130,0
33131,1
33132,1
33133,1
33134,1
33135,0
33136,1
33137,0
33138,1
33139,0
33140,1
33141,1
33142,1
33143,0
33144,1
33145,1
33146,1
33147,1
33148,1
33149,1
33150,1
33151,1
33152,1
33153,1
33154,1
33155,1
33156,1
33157,1
33158,1
33159,1
33160,1
33161,0
33162,1
33163,1
33164,1
33165,0
33166,1
33167,0
33168,1
33169,1
33170,1
33171,1
33172,1
33173,1
33174,1
33175,1
33176,1
33177,0
33178,1
33179,0
33180,0
33181,0
33182,1
33183,1
33184,1
33185,1
33186,0
33187,1
33188,1
33189,1
33190,1
33191,1
33192,1
33193,1
33194,1
33195,1
33196,0
33197,1
33198,0
33199,1
33200,1
33201,1
33202,1
33203,1
33204,1
33205,0
33206,0
33207,1
33208,1
33209,1
33210,1
33211,1
33212,0
33213,1
33214,1
33215,1
33216,1
33217,1
33218,1
33219,1
33220,0
33221,1
33222,1
33223,1
33224,1
33225,1
33226,1
33227,1
33228,1
33229,1
33230,1
33231,1
33232,1
33233,1
33234,1
33235,1
33236,1
33237,1
33238,1
33239,1
33240,1
33241,1
33242,1
33243,1
33244,1
33245,1
33246,1
33247,1
33248,1
33249,0
33250,0
33251,1
33252,1
33253,1
33254,1
33255,1
33256,0
33257,0
33258,0
33259,1
33260,0
33261,0
33262,0
33263,1
33264,0
33265,1
33266,1
33267,1
33268,1
33269,0
33270,1
33271,0
33272,0
33273,0
33274,1
33275,1
33276,1
33277,1
33278,1
33279,1
33280,1
33281,0
33282,1
33283,1
33284,1
33285,1
33286,1
33287,1
33288,1
33289,1
33290,0
33291,1
33292,1
33293,1
33294,1
33295,1
33296,1
33297,1
33298,1
33299,1
33300,1
33301,0
33302,1
33303,0
33304,1
33305,1
33306,1
33307,1
33308,1
33309,0
33310,1
33311,1
33312,1
33313,1
33314,1
33315,1
33316,0
33317,1
33318,1
33319,0
33320,1
33321,1
33322,1
33323,0
33324,1
33325,1
33326,1
33327,1
33328,0
33329,1
33330,1
33331,1
33332,0
33333,1
33334,1
33335,1
33336,1
33337,0
33338,1
33339,1
33340,0
33341,1
33342,1
33343,1
33344,1
33345,1
33346,0
33347,1
33348,1
33349,1
33350,0
33351,0
33352,0
33353,0
33354,1
33355,1
33356,1
33357,0
33358,1
33359,1
33360,1
33361,1
33362,1
33363,1
33364,1
33365,1
33366,0
33367,1
33368,1
33369,0
33370,1
33371,1
33372,1
33373,1
33374,1
33375,1
33376,1
33377,0
33378,0
33379,1
33380,1
33381,1
33382,1
33383,1
33384,0
33385,1
33386,0
33387,1
33388,0
33389,1
33390,1
33391,0
33392,1
33393,1
33394,1
33395,0
33396,1
33397,1
33398,0
33399,1
33400,1
33401,1
33402,1
33403,1
33404,1
33405,0
33406,1
33407,1
33408,1
33409,1
33410,1
33411,1
33412,1
33413,1
33414,1
33415,0
33416,1
33417,0
33418,1
33419,0
33420,1
33421,1
33422,1
33423,0
33424,1
33425,0
33426,1
33427,1
33428,1
33429,1
33430,0
33431,1
33432,0
33433,1
33434,0
33435,1
33436,1
33437,0
33438,1
33439,1
33440,0
33441,1
33442,0
33443,1
33444,0
33445,1
33446,1
33447,1
33448,1
33449,1
33450,1
33451,1
33452,1
33453,0
33454,0
33455,1
33456,1
33457,1
33458,0
33459,0
33460,1
33461,1
33462,1
33463,1
33464,1
33465,1
33466,0
33467,1
33468,1
33469,1
33470,0
33471,1
33472,1
33473,1
33474,1
33475,0
33476,0
33477,1
33478,0
33479,1
33480,1
33481,1
33482,1
33483,1
33484,1
33485,1
33486,0
33487,1
33488,0
33489,1
33490,1
33491,0
33492,1
33493,1
33494,1
33495,1
33496,0
33497,1
33498,1
33499,1
33500,1
33501,1
33502,1
33503,0
33504,1
33505,1
33506,0
33507,1
33508,1
33509,1
33510,1
33511,1
33512,1
33513,1
33514,1
33515,1
33516,1
33517,0
33518,1
33519,1
33520,1
33521,1
33522,1
33523,1
33524,1
33525,1
33526,1
33527,0
33528,1
33529,1
33530,1
33531,1
33532,1
33533,1
33534,1
33535,1
33536,1
33537,1
33538,1
33539,1
33540,1
33541,1
33542,1
33543,1
33544,0
33545,1
33546,1
33547,1
33548,0
33549,1
33550,1
33551,1
33552,0
33553,1
33554,1
33555,0
33556,1
33557,1
33558,1
33559,1
33560,1
33561,0
33562,0
33563,1
33564,1
33565,1
33566,1
33567,1
33568,1
33569,1
33570,0
33571,1
33572,1
33573,1
33574,1
33575,0
33576,1
33577,1
33578,1
33579,1
33580,0
33581,1
33582,1
33583,1
33584,1
33585,1
33586,1
33587,0
33588,1
33589,1
33590,1
33591,1
33592,1
33593,1
33594,0
33595,1
33596,1
33597,1
33598,1
33599,1
33600,1
33601,1
33602,1
33603,1
33604,0
33605,1
33606,1
33607,1
33608,0
33609,1
33610,1
33611,1
33612,1
33613,1
33614,1
33615,1
33616,0
33617,1
33618,1
33619,1
33620,1
33621,1
33622,0
33623,1
33624,1
33625,1
33626,1
33627,1
33628,1
33629,1
33630,1
33631,1
33632,1
33633,0
33634,1
33635,1
33636,0
33637,0
33638,0
33639,1
33640,1
33641,1
33642,0
33643,1
33644,1
33645,0
33646,1
33647,0
33648,1
33649,1
33650,1
33651,1
33652,1
33653,1
33654,0
33655,1
33656,1
33657,1
33658,1
33659,1
33660,1
33661,0
33662,1
33663,1
33664,0
33665,1
33666,1
33667,1
33668,1
33669,1
33670,1
33671,1
33672,1
33673,1
33674,0
33675,1
33676,1
33677,1
33678,0
33679,1
33680,1
33681,1
33682,1
33683,1
33684,1
33685,1
33686,1
33687,1
33688,1
33689,1
33690,0
33691,0
33692,1
33693,0
33694,0
33695,1
33696,1
33697,1
33698,1
33699,1
33700,0
33701,1
33702,1
33703,1
33704,0
33705,1
33706,1
33707,1
33708,1
33709,1
33710,1
33711,1
33712,1
33713,1
33714,1
33715,1
33716,0
33717,1
33718,0
33719,1
33720,0
33721,1
33722,1
33723,1
33724,1
33725,0
33726,1
33727,1
33728,0
33729,1
33730,1
33731,1
33732,0
33733,1
33734,1
33735,1
33736,1
33737,1
33738,0
33739,1
33740,0
33741,0
33742,0
33743,1
33744,0
33745,1
33746,1
33747,1
33748,1
33749,1
33750,1
33751,1
33752,1
33753,1
33754,1
33755,1
33756,0
33757,1
33758,0
33759,1
33760,1
33761,1
33762,1
33763,0
33764,1
33765,1
33766,0
33767,1
33768,0
33769,1
33770,1
33771,1
33772,1
33773,0
33774,1
33775,1
33776,1
33777,1
33778,1
33779,1
33780,1
33781,1
33782,1
33783,0
33784,1
33785,1
33786,1
33787,0
33788,1
33789,0
33790,1
33791,1
33792,1
33793,1
33794,1
33795,1
33796,1
33797,1
33798,1
33799,1
33800,1
33801,1
33802,1
33803,1
33804,1
33805,1
33806,1
33807,1
33808,1
33809,1
33810,1
33811,1
33812,1
33813,1
33814,1
33815,1
33816,1
33817,1
33818,1
33819,1
33820,0
33821,0
33822,1
33823,1
33824,1
33825,1
33826,1
33827,0
33828,1
33829,1
33830,1
33831,1
33832,0
33833,0
33834,1
33835,1
33836,1
33837,1
33838,1
33839,1
33840,1
33841,1
33842,1
33843,0
33844,1
33845,1
33846,0
33847,1
33848,1
33849,1
33850,1
33851,0
33852,1
33853,1
33854,1
33855,1
33856,1
33857,1
33858,1
33859,1
33860,0
33861,0
33862,1
33863,0
33864,0
33865,0
33866,1
33867,1
33868,1
33869,0
33870,1
33871,1
33872,1
33873,1
33874,1
33875,1
33876,1
33877,1
33878,0
33879,0
33880,1
33881,1
33882,0
33883,1
33884,1
33885,1
33886,1
33887,0
33888,1
33889,1
33890,1
33891,1
33892,0
33893,1
33894,1
33895,1
33896,0
33897,1
33898,1
33899,1
33900,0
33901,1
33902,1
33903,1
33904,1
33905,1
33906,0
33907,1
33908,1
33909,1
33910,1
33911,1
33912,1
33913,1
33914,1
33915,1
33916,1
33917,0
33918,1
33919,0
33920,1
33921,1
33922,1
33923,0
33924,1
33925,0
33926,1
33927,1
33928,1
33929,0
33930,1
33931,0
33932,1
33933,1
33934,1
33935,1
33936,1
33937,1
33938,1
33939,1
33940,1
33941,1
33942,0
33943,1
33944,1
33945,1
33946,0
33947,1
33948,1
33949,1
33950,1
33951,1
33952,0
33953,1
33954,0
33955,1
33956,1
33957,0
33958,1
33959,0
33960,1
33961,0
33962,1
33963,1
33964,0
33965,1
33966,0
33967,1
33968,1
33969,0
33970,1
33971,0
33972,1
33973,1
33974,1
33975,1
33976,1
33977,1
33978,1
33979,1
33980,1
33981,0
33982,1
33983,1
33984,1
33985,1
33986,1
33987,1
33988,1
33989,1
33990,1
33991,1
33992,1
33993,1
33994,0
33995,1
33996,1
33997,1
33998,0
33999,1
34000,1
34001,1
34002,1
34003,1
34004,1
34005,1
34006,0
34007,1
34008,1
34009,1
34010,0
34011,1
34012,1
34013,1
34014,1
34015,1
34016,1
34017,0
34018,0
34019,1
34020,1
34021,1
34022,1
34023,1
34024,1
34025,1
34026,1
34027,1
34028,1
34029,1
34030,1
34031,1
34032,0
34033,1
34034,1
34035,0
34036,1
34037,1
34038,1
34039,1
34040,1
34041,1
34042,1
34043,1
34044,1
34045,1
34046,0
34047,1
34048,1
34049,1
34050,1
34051,1
34052,1
34053,1
34054,1
34055,1
34056,0
34057,1
34058,0
34059,1
34060,1
34061,1
34062,1
34063,1
34064,1
34065,1
34066,1
34067,1
34068,1
34069,0
34070,1
34071,1
34072,0
34073,1
34074,0
34075,1
34076,1
34077,1
34078,1
34079,0
34080,0
34081,1
34082,1
34083,1
34084,1
34085,0
34086,1
34087,1
34088,1
34089,1
34090,0
34091,1
34092,1
34093,0
34094,1
34095,1
34096,1
34097,0
34098,1
34099,0
34100,1
34101,1
34102,1
34103,1
34104,1
34105,1
34106,1
34107,1
34108,0
34109,1
34110,1
34111,1
34112,1
34113,0
34114,1
34115,0
34116,1
34117,1
34118,1
34119,1
34120,1
34121,1
34122,1
34123,0
34124,1
34125,1
34126,1
34127,1
34128,1
34129,1
34130,0
34131,1
34132,1
34133,1
34134,1
34135,1
34136,1
34137,1
34138,0
34139,1
34140,0
34141,0
34142,0
34143,1
34144,0
34145,1
34146,1
34147,1
34148,1
34149,1
34150,1
34151,0
34152,0
34153,1
34154,1
34155,1
34156,0
34157,1
34158,0
34159,0
34160,1
34161,1
34162,1
34163,1
34164,1
34165,0
34166,1
34167,1
34168,1
34169,1
34170,1
34171,1
34172,1
34173,1
34174,1
34175,1
34176,1
34177,0
34178,1
34179,1
34180,0
34181,1
34182,1
34183,1
34184,0
34185,1
34186,0
34187,1
34188,1
34189,0
34190,0
34191,1
34192,1
34193,1
34194,1
34195,0
34196,0
34197,1
34198,1
34199,0
34200,1
34201,0
34202,1
34203,1
34204,1
34205,1
34206,1
34207,1
34208,1
34209,1
34210,1
34211,1
34212,1
34213,1
34214,1
34215,0
34216,1
34217,1
34218,1
34219,1
34220,1
34221,1
34222,1
34223,1
34224,0
34225,1
34226,1
34227,1
34228,1
34229,1
34230,1
34231,1
34232,1
34233,0
34234,1
34235,1
34236,1
34237,1
34238,0
34239,1
34240,0
34241,0
34242,0
34243,0
34244,1
34245,1
34246,1
34247,1
34248,1
34249,0
34250,1
34251,0
34252,1
34253,1
34254,1
34255,1
34256,1
34257,1
34258,1
34259,0
34260,1
34261,1
34262,1
34263,1
34264,1
34265,1
34266,1
34267,1
34268,0
34269,1
34270,1
34271,1
34272,1
34273,1
34274,1
34275,1
34276,1
34277,1
34278,1
34279,1
34280,1
34281,1
34282,1
34283,1
34284,1
34285,1
34286,1
34287,1
34288,0
34289,1
34290,1
34291,1
34292,1
34293,1
34294,1
34295,1
34296,1
34297,1
34298,1
34299,1
34300,0
34301,1
34302,0
34303,0
34304,1
34305,1
34306,1
34307,1
34308,1
34309,1
34310,1
34311,1
34312,1
34313,0
34314,0
34315,1
34316,0
34317,0
34318,0
34319,0
34320,0
34321,1
34322,1
34323,1
34324,0
34325,0
34326,1
34327,0
34328,1
34329,0
34330,0
34331,1
34332,1
34333,1
34334,1
34335,0
34336,1
34337,0
34338,1
34339,1
34340,1
34341,1
34342,1
34343,0
34344,1
34345,1
34346,0
34347,1
34348,1
34349,1
34350,1
34351,1
34352,0
34353,1
34354,1
34355,0
34356,0
34357,1
34358,1
34359,1
34360,1
34361,1
34362,0
34363,0
34364,1
34365,1
34366,1
34367,1
34368,0
34369,1
34370,1
34371,1
34372,1
34373,1
34374,0
34375,1
34376,1
34377,1
34378,1
34379,1
34380,0
34381,1
34382,0
34383,1
34384,0
34385,1
34386,1
34387,1
34388,1
34389,1
34390,1
34391,1
34392,1
34393,1
34394,0
34395,1
34396,0
34397,1
34398,1
34399,1
34400,0
34401,1
34402,1
34403,1
34404,1
34405,1
34406,1
34407,1
34408,0
34409,0
34410,1
34411,0
34412,1
34413,1
34414,1
34415,1
34416,0
34417,0
34418,1
34419,0
34420,1
34421,1
34422,1
34423,1
34424,1
34425,1
34426,1
34427,1
34428,1
34429,1
34430,1
34431,1
34432,1
34433,1
34434,0
34435,1
34436,1
34437,1
34438,0
34439,1
34440,1
34441,0
34442,1
34443,1
34444,1
34445,1
34446,1
34447,1
34448,1
34449,1
34450,1
34451,0
34452,1
34453,1
34454,1
34455,1
34456,1
34457,0
34458,1
34459,1
34460,1
34461,0
34462,1
34463,0
34464,0
34465,1
34466,1
34467,0
34468,1
34469,0
34470,1
34471,0
34472,1
34473,0
34474,1
34475,1
34476,1
34477,1
34478,1
34479,1
34480,0
34481,1
34482,1
34483,1
34484,1
34485,1
34486,1
34487,1
34488,1
34489,1
34490,1
34491,1
34492,1
34493,1
34494,1
34495,1
34496,1
34497,1
34498,0
34499,1
34500,1
34501,0
34502,1
34503,1
34504,1
34505,1
34506,1
34507,1
34508,1
34509,1
34510,1
34511,1
34512,1
34513,1
34514,1
34515,1
34516,0
34517,1
34518,1
34519,1
34520,0
34521,1
34522,0
34523,1
34524,1
34525,1
34526,1
34527,1
34528,1
34529,1
34530,1
34531,0
34532,1
34533,1
34534,1
34535,0
34536,1
34537,1
34538,1
34539,1
34540,1
34541,0
34542,1
34543,1
34544,1
34545,0
34546,1
34547,1
34548,1
34549,0
34550,1
34551,1
34552,1
34553,1
34554,1
34555,1
34556,1
34557,0
34558,1
34559,1
34560,1
34561,1
34562,0
34563,1
34564,0
34565,1
34566,1
34567,1
34568,1
34569,0
34570,0
34571,0
34572,0
34573,1
34574,1
34575,0
34576,1
34577,1
34578,1
34579,0
34580,1
34581,1
34582,1
34583,1
34584,1
34585,1
34586,1
34587,0
34588,1
34589,0
34590,1
34591,1
34592,1
34593,1
34594,1
34595,1
34596,1
34597,1
34598,1
34599,1
34600,1
34601,1
34602,1
34603,1
34604,1
34605,0
34606,1
34607,1
34608,1
34609,0
34610,1
34611,1
34612,1
34613,1
34614,1
34615,0
34616,1
34617,1
34618,1
34619,1
34620,1
34621,1
34622,1
34623,1
34624,1
34625,0
34626,1
34627,1
34628,1
34629,0
34630,1
34631,1
34632,1
34633,1
34634,1
34635,1
34636,1
34637,1
34638,0
34639,1
34640,1
34641,1
34642,1
34643,1
34644,1
34645,1
34646,0
34647,1
34648,1
34649,1
34650,0
34651,1
34652,1
34653,0
34654,1
34655,1
34656,1
34657,1
34658,1
34659,1
34660,0
34661,1
34662,0
34663,1
34664,1
34665,1
34666,0
34667,1
34668,0
34669,1
34670,1
34671,1
34672,1
34673,1
34674,1
34675,1
34676,1
34677,0
34678,0
34679,1
34680,1
34681,1
34682,1
34683,1
34684,1
34685,1
34686,1
34687,0
34688,1
34689,0
34690,1
34691,1
34692,1
34693,1
34694,1
34695,0
34696,1
34697,1
34698,1
34699,1
34700,1
34701,1
34702,1
34703,1
34704,1
34705,1
34706,1
34707,1
34708,0
34709,1
34710,0
34711,1
34712,1
34713,0
34714,1
34715,1
34716,0
34717,1
34718,1
34719,1
34720,1
34721,1
34722,1
34723,1
34724,1
34725,1
34726,1
34727,1
34728,1
34729,1
34730,1
34731,1
34732,1
34733,0
34734,1
34735,1
34736,1
34737,1
34738,1
34739,1
34740,0
34741,1
34742,0
34743,0
34744,0
34745,1
34746,1
34747,1
34748,1
34749,1
34750,1
34751,1
34752,1
34753,1
34754,1
34755,0
34756,1
34757,1
34758,0
34759,1
34760,1
34761,1
34762,1
34763,1
34764,1
34765,0
34766,0
34767,1
34768,1
34769,0
34770,1
34771,0
34772,1
34773,1
34774,1
34775,0
34776,1
34777,1
34778,1
34779,1
34780,0
34781,1
34782,1
34783,0
34784,1
34785,1
34786,0
34787,1
34788,1
34789,1
34790,1
34791,1
34792,1
34793,0
34794,1
34795,1
34796,1
34797,1
34798,1
34799,1
34800,1
34801,0
34802,1
34803,1
34804,1
34805,0
34806,1
34807,1
34808,0
34809,1
34810,0
34811,1
34812,0
34813,0
34814,1
34815,0
34816,0
34817,1
34818,1
34819,1
34820,1
34821,0
34822,0
34823,1
34824,1
34825,1
34826,1
34827,1
34828,1
34829,1
34830,1
34831,1
34832,1
34833,1
34834,1
34835,1
34836,1
34837,1
34838,1
34839,1
34840,1
34841,1
34842,1
34843,1
34844,1
34845,1
34846,1
34847,1
34848,1
34849,1
34850,1
34851,0
34852,1
34853,1
34854,1
34855,1
34856,1
34857,1
34858,1
34859,1
34860,1
34861,1
34862,1
34863,1
34864,1
34865,1
34866,1
34867,1
34868,1
34869,1
34870,1
34871,1
34872,0
34873,0
34874,1
34875,0
34876,0
34877,1
34878,1
34879,1
34880,1
34881,1
34882,1
34883,1
34884,0
34885,1
34886,0
34887,1
34888,1
34889,1
34890,0
34891,1
34892,1
34893,0
34894,1
34895,1
34896,1
34897,1
34898,1
34899,1
34900,1
34901,0
34902,1
34903,1
34904,0
34905,0
34906,1
34907,1
34908,0
34909,1
34910,1
34911,1
34912,1
34913,1
34914,1
34915,1
34916,1
34917,1
34918,1
34919,1
34920,0
34921,0
34922,0
34923,1
34924,1
34925,1
34926,0
34927,1
34928,0
34929,1
34930,1
34931,1
34932,1
34933,1
34934,1
34935,1
34936,1
34937,1
34938,1
34939,0
34940,0
34941,1
34942,0
34943,1
34944,1
34945,1
34946,1
34947,1
34948,0
34949,0
34950,1
34951,1
34952,1
34953,0
34954,1
34955,1
34956,1
34957,0
34958,1
34959,1
34960,1
34961,1
34962,1
34963,1
34964,1
34965,0
34966,1
34967,0
34968,1
34969,1
34970,1
34971,1
34972,1
34973,0
34974,1
34975,1
34976,1
34977,1
34978,1
34979,1
34980,1
34981,1
34982,1
34983,1
34984,0
34985,1
34986,0
34987,0
34988,1
34989,1
34990,1
34991,1
34992,1
34993,1
34994,1
34995,1
34996,0
34997,1
34998,1
34999,1
35000,1
35001,1
35002,1
35003,1
35004,1
35005,1
35006,1
35007,1
35008,1
35009,1
35010,0
35011,1
35012,1
35013,1
35014,1
35015,1
35016,0
35017,1
35018,1
35019,0
35020,1
35021,1
35022,1
35023,1
35024,0
35025,1
35026,1
35027,1
35028,1
35029,1
35030,1
35031,0
35032,1
35033,1
35034,0
35035,1
35036,1
35037,0
35038,1
35039,1
35040,0
35041,0
35042,1
35043,0
35044,0
35045,1
35046,1
35047,1
35048,1
35049,1
35050,1
35051,1
35052,0
35053,1
35054,1
35055,0
35056,1
35057,1
35058,1
35059,1
35060,1
35061,1
35062,1
35063,1
35064,1
35065,1
35066,1
35067,1
35068,1
35069,0
35070,0
35071,0
35072,1
35073,0
35074,0
35075,0
35076,1
35077,1
35078,1
35079,1
35080,0
35081,1
35082,0
35083,0
35084,1
35085,0
35086,1
35087,0
35088,1
35089,1
35090,1
35091,1
35092,0
35093,1
35094,0
35095,1
35096,1
35097,1
35098,1
35099,1
35100,0
35101,0
35102,0
35103,1
35104,1
35105,1
35106,1
35107,1
35108,0
35109,1
35110,1
35111,1
35112,1
35113,0
35114,1
35115,1
35116,1
35117,1
35118,1
35119,1
35120,1
35121,1
35122,1
35123,1
35124,1
35125,1
35126,1
35127,1
35128,1
35129,1
35130,0
35131,0
35132,0
35133,0
35134,1
35135,1
35136,1
35137,1
35138,0
35139,0
35140,0
35141,1
35142,1
35143,1
35144,1
35145,1
35146,1
35147,0
35148,1
35149,1
35150,0
35151,1
35152,0
35153,1
35154,1
35155,1
35156,1
35157,1
35158,1
35159,1
35160,1
35161,1
35162,1
35163,1
35164,1
35165,1
35166,0
35167,1
35168,1
35169,1
35170,1
35171,1
35172,1
35173,1
35174,1
35175,1
35176,1
35177,1
35178,1
35179,1
35180,0
35181,0
35182,1
35183,1
35184,1
35185,1
35186,0
35187,1
35188,1
35189,1
35190,1
35191,1
35192,1
35193,1
35194,1
35195,1
35196,1
35197,1
35198,0
35199,0
35200,1
35201,1
35202,1
35203,1
35204,1
35205,1
35206,1
35207,1
35208,0
35209,1
35210,0
35211,1
35212,1
35213,1
35214,0
35215,0
35216,1
35217,1
35218,1
35219,1
35220,1
35221,1
35222,1
35223,1
35224,1
35225,1
35226,1
35227,1
35228,0
35229,1
35230,1
35231,1
35232,1
35233,1
35234,0
35235,0
35236,1
35237,0
35238,0
35239,1
35240,1
35241,0
35242,1
35243,1
35244,1
35245,1
35246,1
35247,1
35248,0
35249,1
35250,0
35251,1
35252,1
35253,0
35254,1
35255,1
35256,1
35257,1
35258,1
35259,1
35260,1
35261,1
35262,1
35263,0
35264,0
35265,1
35266,1
35267,1
35268,0
